ticker,price,pct_from_hi,pct_above_lo,ret_1y,rs_vs_spy,vol_ratio,all_pass,atr_ratio,range5_pct,ret_6m,ret_15d,contracting_pbs,vol_dry_up,atr_compression,tight_range,hh_hl_count,hh_hl_pct,hh_hl_orderly,candle_quality,abr21_pct,candle_orderly,atr50ma_ext,not_extended_50ma,ret_5d,compression_1w,tightness_score,support_score,avg_close_in_range,close_in_upper_range,up_down_vol_ratio,accumulation_support,distribution_days,quiet_pullback_weeks,quiet_pullback,recent_expansion,post_expansion_tight,base_length,base_depth_pct,base_tightness_pct,base_close_position,pivot_age,breakout_ready,leadership_score,entry_score,sepa_vcp_score,power_play_score,pct_to_pivot,pivot,ret_1m,ret_3m,qm_momentum,qm_ema_ride,adr_pct,qm_adr_pct,qm_consolidation,qm_score,qm_continuation_score,sepa_vcp_qualifies,power_play_qualifies,qm_continuation_qualifies,qualified_count,also_fits,primary_setup,primary_setup_score,setup_score,primary_setup_valid,best_family_excess,best_family_pct,adv_usd,rs_pct_rank,rs_top_20,market_regime,regime_score,regime_eligible
ABVX,120.16000366210938,-17.307820741200597,2019.2240219624296,1810.3339330817796,1773.6903254727722,1.124271640965487,True,1.0566428446435143,6.607858022153181,29.32945745982476,9.755206410029205,False,False,False,True,26,43.333333333333336,True,0.5034806045643893,2.812371727100494,True,0.22045322463956477,True,-4.74076086608084,True,2,0,0.5496945437561404,False,0.6717015596459183,False,7,0,False,False,False,25.0,22.013702730220636,12.208719808462583,0.707817633969836,5.0,False,6,2,4,3,-6.432015748800546,128.4199981689453,-3.0889541637610596,2.6131556173030424,False,False,5.044314706176299,True,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,124083511.5927124,99.65277777777779,True,risk_on,7,False
ACGL,97.58999633789062,-4.304772381383226,15.19121214795549,5.639748040022696,-31.003859568984815,2.6458778692162874,False,0.9227105827832129,3.463466933347593,13.174060696639867,3.6867759137784395,False,False,False,True,29,48.333333333333336,True,0.40484798939247635,0.8048178411614889,False,0.37985705879315673,True,1.6880223992724375,True,2,2,0.6128847315482302,True,1.3463516438500247,True,3,0,False,False,False,25.0,8.276484725864941,4.600879221496834,0.7466661857836174,6.0,True,4,5,4,6,-2.0967134439069945,99.68000030517578,5.082366158842722,7.655813232425013,False,True,1.7584804009558572,False,True,2,4,False,True,False,1,,power_play,6,6,True,0,0.75,202819559.07226562,27.98611111111111,False,risk_on,7,False
ACHC,27.0,-0.8446549618173038,131.1643775217663,13.255032832158275,-23.388574776849236,1.2417549548982258,False,0.8938504002341608,8.777780886049625,9.135005051698485,13.207545359108952,False,False,False,False,29,48.333333333333336,True,0.3752909699989257,2.017233146971936,False,4.408710590094844,False,4.08635097964114,True,1,3,0.6530055870605475,True,1.4520434355051086,True,2,2,True,False,False,25.0,22.793852136254337,15.777778625488281,0.8448276016702158,6.0,False,5,4,3,4,-3.5369767031570576,27.989999771118164,16.379306517656712,131.1643775217663,True,True,4.697521920738796,False,True,3,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,72982499.41123009,33.958333333333336,False,risk_on,7,False
ACHR,6.110000133514404,-55.20527874102687,23.68421179639131,-13.333333784243163,-49.97694139325067,1.0984102361636296,False,0.8752242461442734,20.54009962384495,-48.525693408407136,13.780265618725963,False,False,False,False,20,33.33333333333333,False,0.47605488699378273,2.9052877701155824,True,-0.41720847038856385,True,13.148148622368904,False,0,0,0.41480569792619465,False,0.6525279792823381,False,5,2,True,False,False,25.0,25.983036362196525,20.703769487401626,0.7774480636590362,0.0,False,1,2,2,3,-5.782575054424511,6.485000133514404,1.6638918606359798,-31.038370538652714,False,True,5.684634999520028,True,True,3,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,143719899.51792002,13.26388888888889,False,risk_on,7,False
ACI,16.700000762939453,-24.781921428141885,4.705368200881099,-18.58103370612656,-55.22464131513407,1.8965394012711538,False,1.0826138300267902,7.185627272114678,-11.702136135029539,-2.2820326867544316,False,False,False,True,26,43.333333333333336,True,0.4554357035471188,1.4158185062655917,True,-1.308964030102599,True,-3.3564809065910306,True,2,0,0.5719573359172117,False,0.7496041362296272,False,7,2,True,False,False,25.0,12.513720191526284,13.652692388080329,0.33333389103767724,8.0,False,1,2,2,4,-8.34247314872808,18.219999313354492,-3.3564809065910306,-2.730402347016858,False,False,2.9870330378615675,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,136365740.88567734,11.11111111111111,False,risk_on,7,False
ACLS,118.7300033569336,-0.025260002321714214,166.09145270976455,166.09145270976455,129.44784510075704,0.649042449597865,True,1.0737909110489114,11.614581736914863,41.987562134810716,20.721916826643483,False,False,False,False,27,45.0,True,0.4570853639079831,2.726349422644438,True,4.896192274692435,False,7.574522426665853,False,0,3,0.6119397587555705,True,3.330590149571312,True,1,1,False,False,False,25.0,32.75607126746389,24.046150606544238,0.9220748361285799,0.0,True,10,4,4,3,-2.5525222213010346,121.83999633789062,38.47679766167149,27.502147610591198,True,True,5.05949444614161,True,False,3,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,69836675.91342926,88.95833333333333,True,risk_on,7,False
ACLX,115.05000305175781,-0.043436510013961094,117.8977362011091,89.56995494332669,52.92634733431918,0.42892540544408764,True,0.07560471667402145,0.2607522072192572,29.487906615178904,0.37515293567604857,False,True,True,True,24,40.0,True,0.3199479711590372,0.053132600189689384,False,76.41698052274153,False,0.19158862422279377,True,3,2,0.4978402628973696,False,1.8652618049884193,True,0,1,False,False,False,,,,,,False,8,2,5,6,,,0.47157532569506166,66.88424568818596,True,True,0.17276890785618784,False,True,3,4,False,True,False,1,,power_play,6,6,True,0,0.75,122781642.99385071,77.77777777777779,False,risk_on,7,False
ACM,86.61000061035156,-35.09621382297937,4.467857589834567,-6.068709127443972,-42.712316736451484,0.7564558100128813,False,0.7463590423463932,6.0616556552391065,-33.43646483219016,-0.025644959277182355,False,False,False,True,22,36.666666666666664,False,0.40505043054510037,1.1549931802681224,False,-1.6852339181074083,True,3.612877622644417,True,2,0,0.4211188972862209,False,0.6907656653239073,False,5,1,False,False,False,25.0,11.062042920641195,6.0616556552391065,0.40975178258931677,23.0,False,1,1,1,4,-6.52935111482893,92.66010415392769,-3.574378431381209,-11.478913194618812,False,False,2.800776009967726,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,99399934.66747284,18.958333333333332,False,risk_on,7,False
ACN,197.64999389648438,-38.02078428850646,10.093018013921506,-29.770351931419825,-66.41395954042733,0.6037333991421605,False,0.8005324392318335,9.754616430392822,-14.825173556040571,1.4795522054223742,False,True,False,False,21,35.0,False,0.5153670148138831,2.1109919905791594,True,-0.880647448738309,True,10.093018013921506,False,0,0,0.4144223539609314,False,0.27322868996955074,False,5,2,True,False,False,25.0,13.931502427372633,11.616512198258269,0.7013306651179664,20.0,False,1,3,3,5,-4.160912563890817,206.2310891975543,2.139963683400259,-30.356684891337483,False,False,3.3959886444853025,False,True,1,2,False,False,False,0,,none,0,0,False,-1,0.625,1391583360.6650543,6.597222222222222,False,risk_on,7,False
ADBE,244.4499969482422,-41.89169886749517,8.475700167477651,-28.978182046453682,-65.62178965546119,1.2173566612035114,False,0.9536399511628733,11.45837384189722,-25.75099814992461,1.48206243484863,True,False,False,False,25,41.66666666666667,True,0.5246343595773982,1.874065517993793,True,-1.0694176289744977,True,8.475700167477651,False,0,0,0.3864659596593861,False,0.6702549134577072,False,6,2,True,False,False,25.0,13.433238688098948,12.427895276454368,0.5842436106560578,22.0,False,2,2,3,4,-5.584954814159371,258.9100036621094,-0.6300825413649624,-17.44900682863285,False,False,3.3918240222778944,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,1238998512.417221,6.875000000000001,False,risk_on,7,False
ADC,79.45999908447266,-2.6627646965474594,15.575807714352452,6.309541490143,-30.33406611886451,1.3175169276890475,False,0.9129355714083295,3.234331392443251,8.862978210117944,7.175624380188794,False,False,False,True,29,48.333333333333336,True,0.46459796511226736,0.8274263689026219,True,1.411941694670161,True,1.6502506661690397,True,2,1,0.6310168498637425,True,1.1116198490285856,False,4,2,True,False,False,55.0,14.37529077345974,5.323437459943517,0.8015685192375823,32.0,True,4,5,4,6,-2.85251023456794,81.79315726668098,0.8456623795320528,9.705886566329047,False,True,1.7101639588419462,False,True,2,3,False,True,False,1,,power_play,6,6,True,0,0.75,91094720.16532898,28.26388888888889,False,risk_on,7,False
ADI,371.45001220703125,0.0,115.50784423882634,114.35639889567923,77.71279128667172,1.6213885828456815,True,1.0270267842036167,8.380671385053526,54.76557416393422,18.515090387703314,False,False,False,False,33,55.00000000000001,True,0.5447094124527142,1.5868801946304638,True,3.823807526411383,True,6.086136021896937,False,0,2,0.7429436341583356,True,1.3044847311753625,True,3,2,True,False,False,25.0,19.30192302114263,14.456861069397686,0.9860898623419361,0.0,True,9,5,5,5,-0.2684924062894445,372.45001220703125,20.370075704045853,24.100942486869226,False,True,2.6438965596546993,False,True,2,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,1098766952.5805664,82.91666666666667,True,risk_on,7,False
ADM,67.04000091552734,-9.19680447938348,50.45414993111728,50.45414993111728,13.810542322109768,1.0330535884412566,False,0.991000128963145,7.353818970539317,8.290147107475399,-7.313702172832103,False,True,False,True,23,38.333333333333336,False,0.5150324566312449,1.764054805578465,True,-1.0864290392264402,True,-3.857740301024626,True,2,0,0.46329035597287493,False,0.8542500701444634,False,6,1,False,False,False,55.0,16.52084274763994,11.590101680116927,0.41665087377851745,14.0,False,2,1,2,5,-9.637419181278272,74.19000244140625,-5.404263697787714,3.6288819405141393,False,False,3.1545682125261507,False,True,1,2,False,False,False,0,,none,0,0,False,-1,0.625,283936516.6614151,61.25000000000001,False,risk_on,7,False
ADMA,11.010000228881836,-55.07955884917541,32.81061857111056,-48.13942314516855,-84.78303075417605,1.984101801825218,False,0.5816024801540182,13.805626453140638,-24.38186873917906,32.81061857111056,False,False,True,False,20,33.33333333333333,False,0.412828030384596,4.098788424016718,False,-5.271426964759795,True,13.505159230677787,False,1,0,0.532377389576667,False,0.5775662544488481,False,4,2,True,False,False,,,,,,False,1,2,3,3,,,-25.958303203659494,-36.3951440290675,False,False,8.494625227528815,True,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,109449889.77859974,2.083333333333333,False,risk_on,7,False
ADP,200.47000122070312,-37.11595771596846,6.1867727898416325,-30.131460046986025,-66.77506765599354,0.7527959711489325,False,0.9004951832873713,6.923731629817076,-27.386872932573926,-1.9754502932118445,False,False,False,True,24,40.0,True,0.4502884202717735,1.3141432821124575,True,-1.6552835608710992,True,6.1867727898416325,False,1,0,0.4630130065884083,False,0.47915526884048587,False,6,3,True,False,False,25.0,12.197853017918575,9.168448901134282,0.4709257018371839,20.0,False,1,2,2,4,-6.453570524548457,214.3000030517578,-3.749758788346058,-22.39042419197267,False,False,2.690250886852823,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,776295598.072052,6.319444444444445,False,risk_on,7,False
ADSK,242.02000427246094,-25.94020687777794,10.789657886698546,-6.9726318935666605,-43.616239502574174,1.1930518724305819,False,1.0485786909887584,13.874886884660592,-19.278234153751505,0.9131478233273649,False,False,False,False,26,43.333333333333336,True,0.42098528657873485,1.6431445240755012,False,0.25311871869256497,True,10.789657886698546,False,0,0,0.5237423157044572,False,0.6551923799590469,False,4,2,True,False,False,25.0,17.460197381269815,14.833482052198022,0.6164714705507786,22.0,False,2,3,3,4,-6.696483825531563,259.3900146484375,-2.5998034313239327,-8.908877997456965,False,False,3.514956483713593,False,True,1,2,False,False,False,0,,none,0,0,False,-2,0.5,510132522.78862,18.541666666666668,False,risk_on,7,False
ADT,7.269999980926514,-16.592210543752905,13.94984091726128,-5.0870040750292445,-41.73061168403675,0.7097536039891884,False,0.7770264894424477,9.188448734594209,-13.4631844795711,9.818732728158297,False,True,False,False,22,36.666666666666664,False,0.48737093694528655,1.134736954818338,True,1.2511301845925051,True,8.023773556056678,False,0,2,0.6013686289265893,True,1.2232564874810574,True,3,2,True,False,False,25.0,13.079019321389277,11.416780273502514,0.927083157416854,0.0,True,1,5,4,5,-0.9536807929996671,7.340000152587891,11.162079867453855,-11.133721984145206,False,True,2.32784661693677,False,True,2,4,False,False,False,0,,none,0,0,False,-1,0.6666666666666666,58540314.20484781,19.305555555555557,False,risk_on,7,False
AEE,112.70999908447266,-1.4083280394064368,22.952006677453408,18.335020405469237,-18.308587203538274,1.0966468930649502,False,0.961510637473683,2.7060625290857554,8.632884402588159,3.8132075170723256,False,False,False,True,34,56.666666666666664,True,0.45457292600889804,0.8802874987376067,True,1.4231061762883863,True,-0.6522678569194973,True,2,0,0.5553849966822559,False,1.0908746862841436,False,4,1,False,False,False,65.0,13.252638626325675,4.826548208317468,0.8158159845993911,6.0,True,4,3,3,5,-2.4409241968498696,115.52999877929688,1.769750866340991,9.111175022799923,False,True,1.7462868229706239,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,173757286.0879898,37.56944444444444,False,risk_on,7,False
AEHR,83.86000061035156,0.0,953.5175905586243,927.6961051285708,891.0524975195633,1.0236976283988113,True,1.4930711438158182,27.34319119757475,213.96482023506306,142.58027581905645,False,False,False,False,27,45.0,True,0.5064161126226236,6.238610310445219,True,5.236747134269385,False,19.068579081333368,False,0,2,0.6408569772401742,True,3.029919483050413,True,4,1,False,True,True,,,,,,False,12,2,3,5,,,130.95565254381256,191.0794938038312,True,False,11.213301707279458,True,False,2,3,False,False,False,0,,none,0,0,False,-1,0.625,233942641.03739738,98.75,True,risk_on,7,False
AEIS,375.6000061035156,-2.626190494462599,339.9595274701666,339.9595274701666,303.3159198611591,1.1203691184424014,True,0.9177668379285306,6.31256418258514,95.55988344259067,19.9578498532357,False,False,False,True,27,45.0,True,0.4701248260195382,2.7766117222734747,True,2.96744085593384,True,-1.0641682617842818,True,2,2,0.7143163206381151,True,1.630566037735849,True,3,0,False,False,False,25.0,23.4692540832322,16.30990648832463,0.8825152276497019,3.0,True,10,4,4,6,-2.757279973199833,386.25,17.510872060094517,48.00025204507037,False,True,4.935697995408541,False,True,2,4,False,True,False,1,,power_play,6,6,True,0,0.75,204298196.6317749,95.83333333333334,True,risk_on,7,True
AEM,220.10000610351562,-12.72453151482339,112.22440993393583,81.4662428399993,44.822635230991786,0.7297364473668202,True,0.7897021411781743,4.9840985536110365,19.125250998004574,17.349119731544228,False,True,False,True,25,41.66666666666667,True,0.3753984719645553,1.5432446764781436,False,0.7878166802119602,True,0.6171456473214265,True,2,2,0.4659998940524638,False,1.813722980139717,True,1,1,False,False,False,25.0,21.747273107900007,9.85461237616013,0.9128920013185293,0.0,True,4,4,6,5,-1.894361437208536,224.35000610351562,12.244382790569475,11.654033110091945,False,True,3.6086902610592295,False,True,2,4,True,False,False,1,,sepa_vcp,6,6,True,0,0.75,536690534.8500824,74.93055555555556,False,risk_on,7,False
AEO,19.420000076293945,-30.328873061041996,115.37442444931484,95.05212237107243,58.40851476206492,0.7080047993760459,False,0.8075921652745826,12.51287484876012,31.814039914837267,21.666599151604537,False,False,False,False,22,36.666666666666664,False,0.4183921607786241,1.7625158639228617,False,-0.6503252698157412,True,6.0043689945065815,False,0,0,0.5700110056814361,False,0.5252561361474994,False,7,2,True,False,False,25.0,21.337969672689162,16.03472035609645,0.8869593459722479,0.0,True,4,3,3,3,-2.412058047425125,19.899999618530273,13.343894773589904,-23.14535799131655,False,True,3.9962241567969397,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,97672502.39337444,79.02777777777777,False,risk_on,7,False
AEP,133.66000366210938,-2.5446521251828225,38.85643055796968,30.40001327886912,-6.243594330138389,0.8941844360559045,False,0.8984620390132233,3.426606094245567,15.527168735394724,3.7330208232427164,False,False,False,True,29,48.333333333333336,True,0.439028146444955,0.8715620657520571,False,1.3343167639710944,True,-1.9369033973138938,True,2,2,0.6142304337112698,True,1.2321175921469099,True,4,0,False,False,False,65.0,16.760959338735347,4.623677813292065,0.8232736167816691,6.0,True,4,5,3,6,-2.9621037232042013,137.74000549316406,2.053907319488535,12.301453373453718,False,False,1.7866377509485487,False,True,1,3,False,True,False,1,,power_play,6,6,True,0,0.75,401332608.20648193,46.94444444444444,False,risk_on,7,False
AER,147.4499969482422,-4.509239495632233,57.2041324458493,56.16305220578497,19.51944459677746,1.4944286650644527,True,1.0523321069579643,6.761604725847313,22.971256390169504,9.914277791186965,False,False,False,True,25,41.66666666666667,True,0.48947740965145603,1.4176875073483832,True,1.0873931505408696,True,1.3193143578988709,True,2,0,0.4849469994194434,False,1.0062459919355546,False,7,1,False,False,False,25.0,13.472251645676886,7.867067538019946,0.8408868142936604,3.0,True,6,3,4,4,-2.143612877981127,150.67999267578125,8.58679154474935,3.528013079952297,False,True,2.6343196447327584,False,True,2,3,False,False,False,0,,none,0,0,False,-2,0.5,160413495.90576172,64.30555555555556,False,risk_on,7,False
AES,14.470000267028809,-16.26157585623449,56.10057790432623,53.592938542862335,16.949330933854824,0.8383118970126829,False,0.35222204353382786,1.1748450114496938,0.05041789950168685,3.2833692407704174,False,True,True,True,23,38.333333333333336,False,0.5236289697985944,0.35403750368271003,True,-4.3935285888491515,True,0.5559410826781352,True,3,1,0.6487878328961572,True,0.9418416354715998,False,3,1,False,False,False,35.0,20.736543493007055,1.9350427192701196,0.13114768194595428,34.0,False,2,2,2,5,-18.016993882327714,17.649999618530273,2.0451336785033414,3.1806560058385003,False,True,0.6563551235952703,False,True,2,3,False,False,False,0,,none,0,0,False,-1,0.625,154684869.49135303,63.19444444444444,False,risk_on,7,False
AESI,13.289999961853027,-7.362936705737266,64.07406587605107,1.2629331990870574,-35.38067440992045,1.0423346870714947,False,1.0870882685305596,17.080507980474433,29.65853621320027,-5.071428843906944,False,False,False,False,24,40.0,True,0.43940022413874874,2.8420052395702737,False,1.3816764686608276,True,16.886544376596845,False,0,2,0.6248003238580851,True,3.4047345506192395,True,6,3,True,True,True,25.0,26.071673955160286,24.228738319014465,0.7466307783423851,21.0,False,3,4,3,6,-6.605759737330075,14.229999542236328,-1.77383426352411,20.271490791433155,False,True,6.398585627639028,True,True,3,5,False,True,True,2,qm_continuation,power_play,6,6,True,0,0.8333333333333334,71212100.10967731,23.47222222222222,False,risk_on,7,False
AFG,131.4600067138672,-7.478553702114111,14.045641353285475,8.683105150479076,-27.960502458528435,0.8657265698260762,False,0.948397969902425,3.1948856943114294,4.1266624816320485,2.65416868580437,False,False,False,True,24,40.0,True,0.44329427188335707,0.912618482780621,True,1.1405378062134062,True,1.2717265132079714,True,2,2,0.6131074085285312,True,1.3383813203706012,True,3,1,False,False,False,25.0,7.951320031654101,4.087592147915015,0.8508932703380939,6.0,True,3,5,4,6,-1.1855953264151453,133.03729061377342,4.2059763570653885,2.1738937073376707,False,True,1.9796636216285974,False,True,2,4,False,True,False,1,,power_play,6,6,True,0,0.75,71717417.89344788,30.069444444444443,False,risk_on,7,False
AFL,114.5199966430664,-1.9933135078658792,18.626199757079043,9.002200977597429,-27.64140663141008,2.067037693957255,False,0.9348061727288762,5.6933259117949495,8.431605664716525,5.831251836226281,False,False,False,True,31,51.66666666666667,True,0.5032249095911814,0.9897070699821036,True,1.473445214019559,True,3.4507676604636828,True,2,3,0.698683772935619,True,1.5073674894586662,True,1,0,False,False,False,45.0,10.02630448240419,5.6933259117949495,0.7432878818904837,44.0,True,4,6,3,6,-2.5738738604889178,117.54546873707926,6.115639905579884,5.1305397491986815,False,True,1.8054020071563746,False,True,2,4,False,True,False,1,,power_play,6,6,True,0,0.75,270309566.01291656,30.486111111111114,False,risk_on,7,False
